OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE
https://www.grants.gov/search-results-detail/337328,Research Enhancement Award Program (REAP) for Health Professional Schools and Graduate Schools (R15 Clinical Trial Not Allowed),HHS-NIH11,posted,01/10/2022,01/07/2025
https://www.grants.gov/search-results-detail/337337,NIDCR Dentist Scientist Career Transition Award for Intramural Investigators (K22 Clinical Trial Not Allowed),HHS-NIH11,posted,01/10/2022,01/07/2025
https://www.grants.gov/search-results-detail/337303,Accelerating the Pace of Drug Abuse Research Using Existing Data (R01 Clinical Trial Optional),HHS-NIH11,posted,01/10/2022,11/15/2024
https://www.grants.gov/search-results-detail/337273,HEAL Initiative: Discovery and Validation of Novel Targets for Safe and Effective Pain Treatment (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,01/07/2022,12/06/2024
https://www.grants.gov/search-results-detail/337250,Pre-Solicitation Notice - Guinea Local Health System Strengthening,USAID-GUI,posted,01/06/2022,
https://www.grants.gov/search-results-detail/337130,EHR Core Research: Building Capacity in STEM Education Research (ECR: BCSER),NSF,posted,12/24/2021,02/28/2025
https://www.grants.gov/search-results-detail/337081,Hydrologic Sciences (HS),NSF,posted,12/23/2021,
https://www.grants.gov/search-results-detail/337083,Leading Culture Change Through Professional Societies of Biology,NSF,posted,12/23/2021,07/01/2025
https://www.grants.gov/search-results-detail/337101,Stimulating Hematology Investigation: New Endeavors (SHINE) (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,12/22/2021,01/07/2025
https://www.grants.gov/search-results-detail/337099,Research on Current Topics in Alzheimer's Disease and Its Related Dementias (R21 Clinical Trial Optional),HHS-NIH11,posted,12/22/2021,11/12/2024
https://www.grants.gov/search-results-detail/337080,Research on Current Topics in Alzheimer's Disease and Its Related Dementias (R01 Clinical Trial Optional),HHS-NIH11,posted,12/22/2021,11/12/2024
https://www.grants.gov/search-results-detail/337035,2022 Alumni Engagement Innovation Fund-Italy,DOS-ITA,forecasted,12/20/2021,
https://www.grants.gov/search-results-detail/336962,Partnership Intermediary Agreement (PIA),DOD-AFRL-RW,forecasted,12/14/2021,
https://www.grants.gov/search-results-detail/336967,Risk and Protective Factors of Family Health and Family Level Interventions (R01 - Clinical Trial Optional),HHS-NIH11,posted,12/13/2021,05/07/2025
https://www.grants.gov/search-results-detail/336920,Technology Development to Reduce Health Disparities (R01 Clinical Trial Optional),HHS-NIH11,posted,12/10/2021,05/02/2025
https://www.grants.gov/search-results-detail/336931,Geospace Environment Modeling,NSF,posted,12/10/2021,09/30/2025
https://www.grants.gov/search-results-detail/336910,Request for Information - USAID Colombia Nature-Based Solutions,USAID-COL,forecasted,12/09/2021,
https://www.grants.gov/search-results-detail/335156,AHRQ Patient-Centered Outcomes Research (PCOR) Mentored Clinical Scientist Career Development Award (K08),HHS-AHRQ,posted,12/08/2021,03/12/2025
https://www.grants.gov/search-results-detail/335151,AHRQ Patient-Centered Outcomes Research (PCOR) Mentored Research Scientist Career Development Award (K01),HHS-AHRQ,posted,12/08/2021,03/12/2025
https://www.grants.gov/search-results-detail/335143,AHRQ Mentored Career Enhancement Awards for Established Investigators in Patient-Centered Outcome Research (K18),HHS-AHRQ,posted,12/08/2021,07/12/2025
https://www.grants.gov/search-results-detail/336878,Promoting Results and Outcomes through Policy and Economic Levers (PROPEL),USAID,posted,12/07/2021,11/30/2027
https://www.grants.gov/search-results-detail/330676,NIOSH Centers for Agricultural Safety and Health,HHS-CDC-HHSCDCERA,posted,12/07/2021,12/01/2024
https://www.grants.gov/search-results-detail/336827,Highlands Resilience Activity (HRA),USAID-ETH,forecasted,12/03/2021,
https://www.grants.gov/search-results-detail/336813,Smart and Connected Communities,NSF,posted,12/02/2021,
https://www.grants.gov/search-results-detail/336829,Stimulating Urology Interdisciplinary Team Opportunity Research (SUITOR) (R01 Clinical Trial Optional),HHS-NIH11,posted,12/01/2021,05/07/2025
https://www.grants.gov/search-results-detail/336832,Continuation or Revision of NIDCR Clinical Trial Implementation Cooperative Agreement (UH3 Clinical Trial Required),HHS-NIH11,posted,12/01/2021,01/08/2025
https://www.grants.gov/search-results-detail/336765,Drug Discovery For Nervous System Disorders (R01 Clinical Trials Not Allowed),HHS-NIH11,posted,11/29/2021,01/07/2025
https://www.grants.gov/search-results-detail/336745,Notice of Intent to Publish a Funding Opportunity Announcement for Improving Uptake and Use of the Dapivirine Vaginal Ring for HIV Prevention (R21 Clinical Trial Optional),HHS-NIH11,forecasted,11/29/2021,
https://www.grants.gov/search-results-detail/336703,Toward Translation of Nanotechnology Cancer Interventions (TTNCI) (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,11/23/2021,11/17/2024
https://www.grants.gov/search-results-detail/336692,"RFI-Investing in Diversified Agriculture-led Growth Poles for Inclusive, Sustainable and Resilient Wealth Creation (Growth Poles Activity)",USAID-MLW,forecasted,11/22/2021,
https://www.grants.gov/search-results-detail/336636,Basic Neurodevelopmental Biology of Circuits and Behavior (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,11/19/2021,01/07/2025
https://www.grants.gov/search-results-detail/336600,Drug Discovery For Nervous System Disorders (R21 Clinical Trials Not Allowed),HHS-NIH11,posted,11/17/2021,01/07/2025
https://www.grants.gov/search-results-detail/336579,Patient-Clinician Relationship: Improving Health Outcomes in Populations that Experience Health Care Disparities (R01 Clinical Trial Optional),HHS-NIH11,posted,11/16/2021,01/07/2025
https://www.grants.gov/search-results-detail/336607,Basic Neurodevelopmental Biology of Circuits and Behavior (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,11/16/2021,01/07/2025
https://www.grants.gov/search-results-detail/336548,Alzheimer's Drug-Development Program (U01 Clinical Trial Optional),HHS-NIH11,posted,11/15/2021,11/05/2024
https://www.grants.gov/search-results-detail/336506,Leading Edge Acceleration Projects for Health IT (LEAP),HHS-OS-ONC,forecasted,11/10/2021,
https://www.grants.gov/search-results-detail/336477,Request for Information USAID/USDA Understanding Global Insect Production,USAID,forecasted,11/09/2021,
https://www.grants.gov/search-results-detail/336480,Innovative Screening Approaches and Therapies for Screenable Disorders in Newborns (R03 - Clinical Trial Optional),HHS-NIH11,posted,11/09/2021,11/16/2024
https://www.grants.gov/search-results-detail/336488,Innovative Screening Approaches and Therapies for Screenable Disorders in Newborns (R01 - Clinical Trial Optional),HHS-NIH11,posted,11/09/2021,11/05/2024
https://www.grants.gov/search-results-detail/336489,"Ultra-Rare Gene-based Therapy (URGenT) Network Resource Access (X01, Clinical Trial Not Allowed)",HHS-NIH11,posted,11/09/2021,01/24/2025
https://www.grants.gov/search-results-detail/336481,Innovative Screening Approaches and Therapies for Screenable Disorders in Newborns (R21 - Clinical Trial Optional),HHS-NIH11,posted,11/09/2021,11/16/2024
https://www.grants.gov/search-results-detail/336439,Venezuela Annual Program Statement,DOS-VEN,forecasted,11/05/2021,
https://www.grants.gov/search-results-detail/336392,Modulating Human Microbiome Function to Enhance Immune Responses Against Cancer  (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,11/03/2021,01/07/2025
https://www.grants.gov/search-results-detail/336394,Modulating Human Microbiome Function to Enhance Immune Responses Against Cancer (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,11/03/2021,01/07/2025
https://www.grants.gov/search-results-detail/336244,Mission Spain Public Diplomacy 2022 Annual Program Statement,DOS-ESP,posted,11/02/2021,
https://www.grants.gov/search-results-detail/336363,Clinical Trial Readiness for Functional Neurological Disorders (U01 Clinical Trial Optional),HHS-NIH11,posted,11/02/2021,11/05/2024
https://www.grants.gov/search-results-detail/336364,Research Coordination Networks in Undergraduate Biology Education,NSF,posted,10/29/2021,01/28/2025
https://www.grants.gov/search-results-detail/336273,Partnership for Disaster Health Response System,HHS-OS-ASPR,forecasted,10/25/2021,
https://www.grants.gov/search-results-detail/336243,Broadening Participation in Engineering,NSF,posted,10/22/2021,11/20/2024
https://www.grants.gov/search-results-detail/334656,Large Health Services Research Demonstration and Dissemination Projects for Combating Antibiotic-Resistant Bacteria (CARB)(R18),HHS-AHRQ,posted,10/21/2021,10/30/2026
https://www.grants.gov/search-results-detail/334655,Large Research Projects for Combating Antibiotic-Resistant Bacteria (CARB) (R01),HHS-AHRQ,posted,10/21/2021,10/30/2026
https://www.grants.gov/search-results-detail/336202,Provider’s Clinical Support System – Medication Assisted Treatment Grant,HHS-SAMHS-SAMHSA,forecasted,10/20/2021,
https://www.grants.gov/search-results-detail/336220,Tectonics,NSF,posted,10/20/2021,
https://www.grants.gov/search-results-detail/336096,Neuromodulation/Neurostimulation Device Development for Mental Health Applications (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,10/12/2021,01/07/2025
https://www.grants.gov/search-results-detail/336070,Cancer Center Support Grants (CCSGs) for NCI-designated Cancer Centers (P30 Clinical Trial Optional),HHS-NIH11,posted,10/12/2021,01/07/2026
https://www.grants.gov/search-results-detail/336095,Neuromodulation/Neurostimulation Device Development for Mental Health Applications (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,10/12/2021,01/07/2025
https://www.grants.gov/search-results-detail/336030,NIDCD Clinical Research Center Grant (P50 Clinical Trial Optional),HHS-NIH11,posted,10/07/2021,02/07/2025
https://www.grants.gov/search-results-detail/335999,USAID/South Sudan Sustainable Independent Media,USAID-SSD,forecasted,10/06/2021,
https://www.grants.gov/search-results-detail/335992,USAID/Tanzania Cross-Sectoral Empowerment Activity,USAID-TAN,forecasted,10/04/2021,
https://www.grants.gov/search-results-detail/336005,USAID/Guatemala Support Services,USAID-GUA,forecasted,10/01/2021,
https://www.grants.gov/search-results-detail/335954,Request for Information: USAID/Georgia National Governance Program,USAID-GEO,forecasted,09/29/2021,
https://www.grants.gov/search-results-detail/335885,Clinical Characterization of Cancer Therapy-induced Adverse Sequelae and Mechanism-based Interventional Strategies (R01 Clinical Trial Optional),HHS-NIH11,posted,09/22/2021,11/05/2024
https://www.grants.gov/search-results-detail/335739,Office of Elementary and Secondary Education (OESE): Project to Support America’s Families and Educators (Project SAFE) Grant Program Assistance Listing Number (ALN) 84.184N,ED,posted,09/20/2021,
https://www.grants.gov/search-results-detail/335724,Human-Environment and Geographical Sciences Program - Doctoral Dissertation Research Improvement Awards,NSF,posted,09/15/2021,
https://www.grants.gov/search-results-detail/335639,Career Transition Award for NINDS Intramural Clinician-Scientists (K22 Clinical Trial Required),HHS-NIH11,posted,09/10/2021,11/12/2024
https://www.grants.gov/search-results-detail/335640,Career Transition Award for NINDS Intramural Clinician-Scientists (K22 Clinical Trial Not Allowed),HHS-NIH11,posted,09/10/2021,11/12/2024
https://www.grants.gov/search-results-detail/335638,NCI Transition Career Development Award to Promote Diversity (K22 Clinical Trial Required),HHS-NIH11,posted,09/10/2021,01/07/2025
https://www.grants.gov/search-results-detail/335641,NCI Mentored Clinical Scientist Research Career Development Award to Promote Diversity (K08 Independent Clinical Trial Not Allowed),HHS-NIH11,posted,09/10/2021,01/07/2025
https://www.grants.gov/search-results-detail/335647,NCI Transition Career Development Award to Promote Diversity (K22 Independent Clinical Trial Not Allowed),HHS-NIH11,posted,09/10/2021,01/07/2025
https://www.grants.gov/search-results-detail/335646,AIDS-Science Track Award for Research Transition (R03 Clinical Trial Optional),HHS-NIH11,posted,09/10/2021,01/07/2025
https://www.grants.gov/search-results-detail/335649,NCI Mentored Clinical Scientist Research Career Development Award to Promote Diversity (K08 Clinical Trial Required),HHS-NIH11,posted,09/10/2021,01/07/2025
https://www.grants.gov/search-results-detail/335595,APS-OAA-21-00001 Addendum USAID/Mali,USAID-MAL,posted,09/08/2021,
https://www.grants.gov/search-results-detail/335542,Improving Pathways to Education (IPE),USAID-HON,forecasted,09/02/2021,
https://www.grants.gov/search-results-detail/335524,NIDCR Behavioral and Social Intervention Clinical Trial Planning and Implementation Cooperative Agreement (UG3/UH3 Clinical Trial Required),HHS-NIH11,posted,09/01/2021,01/07/2025
https://www.grants.gov/search-results-detail/335527,NIDA Research Education Program for Clinical Researchers and Clinicians (R25 Clinical Trial Not Allowed),HHS-NIH11,posted,09/01/2021,11/15/2024
https://www.grants.gov/search-results-detail/335509,NCI Mentored Research Scientist Development Award to Promote Diversity (K01 Clinical Trial Required),HHS-NIH11,posted,08/31/2021,11/12/2024
https://www.grants.gov/search-results-detail/335497,NCI Mentored Research Scientist Development Award to Promote Diversity (K01 Independent Clinical Trial Not Allowed),HHS-NIH11,posted,08/31/2021,11/12/2024
https://www.grants.gov/search-results-detail/335472,Addressing Ocean Plastics in Kenya,USAID-KEN,forecasted,08/27/2021,
https://www.grants.gov/search-results-detail/335361,Small Grants for New Investigators to Promote Diversity in Health-Related Research (R21 Clinical Trial Optional),HHS-NIH11,posted,08/20/2021,01/07/2025
https://www.grants.gov/search-results-detail/335264,Time-Sensitive Obesity Policy and Program Evaluation (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,08/11/2021,01/09/2025
https://www.grants.gov/search-results-detail/335224,Counter Wildlife Trafficking NOFO,DOS-KHM,forecasted,08/09/2021,
https://www.grants.gov/search-results-detail/335069,"U.S. Embassy The Hague, PAS, REMVE Mayoral Exchanges and Summit",DOS-NLD,forecasted,08/02/2021,
https://www.grants.gov/search-results-detail/335063,Imaging - Science Track Award for Research Transition (I/START) (R03- Clinical Trial Optional),HHS-NIH11,posted,08/02/2021,01/08/2025
https://www.grants.gov/search-results-detail/335070,Imaging - Science Track Award for Research Transition (I/START) (R03- Basic Experimental Studies with Humans Required),HHS-NIH11,posted,08/02/2021,01/08/2025
https://www.grants.gov/search-results-detail/335059,Private Sector Partnerships to Strengthen Higher Education,USAID-KOS,forecasted,08/01/2021,
https://www.grants.gov/search-results-detail/335028,National Paralysis Initiative,HHS-ACL,forecasted,07/29/2021,
https://www.grants.gov/search-results-detail/335026,Projects of National Significance,HHS-ACL,forecasted,07/29/2021,
https://www.grants.gov/search-results-detail/335021,Investigator Initiated Research in Computational Genomics and Data Science (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,07/29/2021,01/07/2025
https://www.grants.gov/search-results-detail/335040,Investigator Initiated Research in Computational Genomics and Data Science (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,07/29/2021,01/07/2025
https://www.grants.gov/search-results-detail/334912,Request for Information to support anticipated activity design for Oral Histories,USAID-VIE,forecasted,07/28/2021,
https://www.grants.gov/search-results-detail/334905,"National Defense Education Program (NDEP) Science, Technology, Engineering, and Mathematics (STEM) Consortia Request for Information (RFI) for the Office of the Under Secretary of Defense (Research & Engineering)",DOD,forecasted,07/27/2021,
https://www.grants.gov/search-results-detail/334872,Integration of Imaging and Fluid-Based Tumor Monitoring in Cancer Therapy (R01 Clinical Trial Optional),HHS-NIH11,posted,07/22/2021,01/07/2025
https://www.grants.gov/search-results-detail/334890,Molecular Imaging of Inflammation in Cancer (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,07/22/2021,01/07/2025
https://www.grants.gov/search-results-detail/334853,RFI- Zambia Integrated HIV and Health Activity (ZIHA),USAID-ZAM,forecasted,07/21/2021,
https://www.grants.gov/search-results-detail/334791,Funding for New Counter-Disinformation Game,DOS-NLD,forecasted,07/19/2021,
https://www.grants.gov/search-results-detail/334846,Effectiveness of School-Based Health Centers to Advance Health Equity (R01 Clinical Trial Optional),HHS-NIH11,posted,07/19/2021,01/07/2025
https://www.grants.gov/search-results-detail/334668,Survivor’s Access to Protection from Domestic Violence Activity [USAID Himaya Activity],USAID-JOR,forecasted,07/11/2021,
https://www.grants.gov/search-results-detail/334648,NIMH Career Transition Award for Tenure-Track Intramural Investigators (K22 No Independent Clinical Trials),HHS-NIH11,posted,07/08/2021,01/07/2025
https://www.grants.gov/search-results-detail/334065,Large Research Projects for Prevention of Healthcare-Associated Infections (R01),HHS-AHRQ,posted,07/07/2021,05/26/2025
https://www.grants.gov/search-results-detail/334551,Promoting Human Rights For Vulnerable Children in Haut-Katanga,DOS-COD,forecasted,07/02/2021,
https://www.grants.gov/search-results-detail/334474,USAID/Haiti Water Security and Sustainable Services Activity,USAID-HAI,forecasted,06/28/2021,
https://www.grants.gov/search-results-detail/334342,Sustainable Management of Tsavo and Amboseli Landscapes,USAID-KEN,posted,06/25/2021,
https://www.grants.gov/search-results-detail/334326,Tribal Colleges and Universities Program,NSF,posted,06/24/2021,01/13/2025
https://www.grants.gov/search-results-detail/334281,Armenia Civil Society in Action,USAID-ARM,forecasted,06/23/2021,
https://www.grants.gov/search-results-detail/334259,PEPFAR Community Led Monitoring – Mozambique Relief Programs,DOS-MOZ,forecasted,06/22/2021,
https://www.grants.gov/search-results-detail/334226,Good Governance Liberia,USAID-LIB,forecasted,06/17/2021,
https://www.grants.gov/search-results-detail/334048,Large Health Services Research Demonstration and Dissemination Projects for Prevention of Healthcare-Associated Infections (R18),HHS-AHRQ,posted,06/15/2021,05/26/2025
https://www.grants.gov/search-results-detail/334093,2020/2021 EducationUSA Graduate Opportunity Funds Program,DOS-ZWE,forecasted,06/10/2021,
https://www.grants.gov/search-results-detail/334092,Culture of Research and University Exchanges Prep program (CRUX) in One Health and Agricultural STEM,DOS-ZWE,forecasted,06/10/2021,
https://www.grants.gov/search-results-detail/334079,FY 2021 - 2023 Economic Development RNTA,DOC,posted,06/09/2021,
https://www.grants.gov/search-results-detail/334013,Ambassador’s Special Self-Help Fund,DOS-COD,forecasted,06/07/2021,
https://www.grants.gov/search-results-detail/334005,Method to Extend Research in Time (MERIT) Award Extension Request (Type 4 Clinical Trial Optional),HHS-NIH11,posted,06/03/2021,12/01/2024
https://www.grants.gov/search-results-detail/333825,Development of Research-based Educational Outreach Materials,VA-NCAC,posted,06/01/2021,
https://www.grants.gov/search-results-detail/333882,NIA Predoctoral Fellowship Award to Promote Diversity in Translational Research for AD/ADRD (F31),HHS-NIH11,posted,05/28/2021,12/08/2024
https://www.grants.gov/search-results-detail/333881,NIA Postdoctoral Fellowship Award to Promote Diversity in Translational Research for AD/ADRD (F32 Clinical Trial Not Allowed),HHS-NIH11,posted,05/28/2021,12/08/2024
https://www.grants.gov/search-results-detail/333831,EDU Core Research,NSF,posted,05/27/2021,10/02/2025
https://www.grants.gov/search-results-detail/333764,2nd Annual Program Statement PA Italy,DOS-ITA,forecasted,05/24/2021,
https://www.grants.gov/search-results-detail/333638,Alumni Engagement Innovation Fund (AEIF) 2021,DOS-DOM,forecasted,05/20/2021,
https://www.grants.gov/search-results-detail/333695,NINDS Efficacy Clinical Trials (UG3/UH3 Clinical Trial Required),HHS-NIH11,posted,05/19/2021,01/09/2025
https://www.grants.gov/search-results-detail/333455,"Pilot Health Services and Economic Research on the Treatment of Drug, Alcohol, and Tobacco Use Disorders (R34 - Clinical Trial Optional)",HHS-NIH11,posted,05/11/2021,01/07/2025
https://www.grants.gov/search-results-detail/333471,Collaboration for Innovative Research on Aircraft Structure (CIRAS),DOD-AFRL,posted,05/11/2021,05/11/2026
https://www.grants.gov/search-results-detail/333445,Joint NINDS/NIMH Exploratory Neuroscience Research Grant (R21 Clinical Trial Optional),HHS-NIH11,posted,05/10/2021,01/07/2025
https://www.grants.gov/search-results-detail/333420,NIMH Exploratory/Developmental Research Grant (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,05/10/2021,01/07/2025
https://www.grants.gov/search-results-detail/333432,"Development and Testing of Novel Interventions to improve HIV Prevention, Treatment, and Program Implementation for People Who Use Drugs (R34 Clinical Trial Required)",HHS-NIH11,posted,05/10/2021,01/07/2025
https://www.grants.gov/search-results-detail/333291,Media Training & Development (MT&D)  Small Grants Program,DOS-VEN,forecasted,05/04/2021,
https://www.grants.gov/search-results-detail/333210,Novel Tools and Devices for Animal Research Facilities and to Support Care of Animal Models (R41/R42 Clinical Trial Not Allowed),HHS-NIH11,posted,04/30/2021,01/06/2025
https://www.grants.gov/search-results-detail/333209,Novel Tools and Devices for Animal Research Facilities and to Support Care of Animal Models (R43/R44 Clinical Trial Not Allowed),HHS-NIH11,posted,04/30/2021,01/05/2025
https://www.grants.gov/search-results-detail/333013,NICHD Small Research Grant Program (R03 Basic Experimental Studies with Humans Required),HHS-NIH11,posted,04/21/2021,01/07/2025
https://www.grants.gov/search-results-detail/332997,NICHD Small Research Grant Program (R03 Clinical Trial Required),HHS-NIH11,posted,04/21/2021,01/07/2025
https://www.grants.gov/search-results-detail/332976,BHA Global APS for Humanitarian Capacity and System Strengthening,USAID,posted,04/20/2021,12/31/2030
https://www.grants.gov/search-results-detail/332969,USAID El Salvador and Central America Regional Mission (ES-CAM) Annual Program Statement (APS),USAID-ELS,posted,04/19/2021,04/19/2025
https://www.grants.gov/search-results-detail/332894,LPS Qubit Collaboratory (LQC),DOD-AMC,posted,04/16/2021,04/30/2026
https://www.grants.gov/search-results-detail/332932,Social and Behavior Change (SBC) Research,USAID,posted,04/16/2021,12/31/2029
https://www.grants.gov/search-results-detail/332832,DEMOCRATIC REPUBLIC OF THE CONGO (DRC) RURAL AND PERI-URBAN SANITATION,USAID-DEM,forecasted,04/13/2021,
https://www.grants.gov/search-results-detail/332719,RFI Serbia Small and Medium Enterprises (SME) activity,USAID-KOS,forecasted,04/07/2021,
https://www.grants.gov/search-results-detail/332514,Research on Autism Spectrum Disorders (R03 Clinical Trial Optional),HHS-NIH11,posted,03/31/2021,11/16/2024
https://www.grants.gov/search-results-detail/332516,Research on Autism Spectrum Disorders (R01 Clinical Trial Optional),HHS-NIH11,posted,03/31/2021,01/25/2025
https://www.grants.gov/search-results-detail/332515,Research on Autism Spectrum Disorders (R21 Clinical Trial Optional),HHS-NIH11,posted,03/31/2021,11/16/2024
https://www.grants.gov/search-results-detail/332372,Alliances for Graduate Education and the Professoriate,NSF,posted,03/26/2021,03/25/2025
https://www.grants.gov/search-results-detail/332367,DIRECTED ENERGY TECHNOLOGY EXPERIMENTATION RESEARCH ADVANCED RESEARCH ANNOUCEMENT (DETER ARA),DOD-AFRL-AFRLDET8,forecasted,03/25/2021,
https://www.grants.gov/search-results-detail/332382,NHGRI Predoctoral to Postdoctoral Transition Award for a Diverse Genomics Workforce (F99/K00),HHS-NIH11,posted,03/25/2021,12/03/2024
https://www.grants.gov/search-results-detail/332385,Academic-Industrial Partnerships for Translation of Technologies for Diagnosis and Treatment (R01 - Clinical Trial Optional),HHS-NIH11,posted,03/25/2021,01/08/2025
https://www.grants.gov/search-results-detail/332384,Academic-Industrial Partnerships for Translation of Technologies for Diagnosis and Treatment (R01 - Clinical Trial Not Allowed),HHS-NIH11,posted,03/25/2021,01/08/2025
https://www.grants.gov/search-results-detail/332218,Understanding and Modifying Temporal Dynamics of Coordinated Neural Activity (R21 Clinical Trial Optional),HHS-NIH11,posted,03/18/2021,01/07/2025
https://www.grants.gov/search-results-detail/332217,Understanding and Modifying Temporal Dynamics of Coordinated Neural Activity (R01 Clinical Trial Optional),HHS-NIH11,posted,03/18/2021,01/07/2025
https://www.grants.gov/search-results-detail/332161,Development of Animal Models and Related Biological Materials for Research (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,03/17/2021,01/07/2025
https://www.grants.gov/search-results-detail/332147,County Sanitation,USAID-LIB,forecasted,03/16/2021,
https://www.grants.gov/search-results-detail/332142,Improving access to safe drinking water,USAID-LIB,forecasted,03/16/2021,
https://www.grants.gov/search-results-detail/332139,Broadening Participation in Computing,NSF,posted,03/16/2021,01/16/2025
https://www.grants.gov/search-results-detail/332138,Philadelphia FY 2021 – FY 2023 EDA Planning and Local Technical Assistance,DOC,posted,03/15/2021,
https://www.grants.gov/search-results-detail/332052,Atlanta FY 2021 – FY 2023 EDA Planning and Local Technical Assistance,DOC,posted,03/15/2021,
https://www.grants.gov/search-results-detail/332137,Austin FY 2021 – FY 2023 EDA Planning and Local Technical Assistance,DOC,posted,03/15/2021,
https://www.grants.gov/search-results-detail/332126,Denver FY 2021 – FY 2023 EDA Planning and Local Technical Assistance,DOC,posted,03/15/2021,
https://www.grants.gov/search-results-detail/332127,Seattle FY 2021 – FY 2023 EDA Planning and Local Technical Assistance,DOC,posted,03/15/2021,
https://www.grants.gov/search-results-detail/332125,Chicago FY 2021 – FY 2023 EDA Planning and Local Technical Assistance,DOC,posted,03/15/2021,
https://www.grants.gov/search-results-detail/332038,USAID/DRC Promoting Rule of Law Request for Information,USAID,forecasted,03/11/2021,
https://www.grants.gov/search-results-detail/332012,Education Programs in Atmospheric and Geospace Sciences,NSF,posted,03/11/2021,
https://www.grants.gov/search-results-detail/331936,NIOSH Support for Conferences and Scientific Meetings (U13 Clinical Trial Not Allowed),HHS-NIH11,posted,03/05/2021,12/14/2025
https://www.grants.gov/search-results-detail/331900,USAID Partnership for Higher Education Reform,USAID-VIE,posted,03/05/2021,
https://www.grants.gov/search-results-detail/331912,NIDCR Clinical Trial Planning and Implementation Cooperative Agreement (UG3/UH3 Clinical Trial Required),HHS-NIH11,posted,03/04/2021,01/08/2025
https://www.grants.gov/search-results-detail/331722,RFI Serbia Environmental Activity,USAID-KOS,forecasted,02/25/2021,
https://www.grants.gov/search-results-detail/331568,Frontier Health Markets APS,USAID,posted,02/25/2021,02/24/2028
https://www.grants.gov/search-results-detail/331526,Request for Information and Expression of Interest for USAID South Sudan - Biodiversity,USAID,forecasted,02/16/2021,
https://www.grants.gov/search-results-detail/331459,Paris Peace Agreements Report NOFO,DOS-KHM,forecasted,02/15/2021,
https://www.grants.gov/search-results-detail/331500,Diversifying Partnerships in WASH Program (DiP-WASH),USAID,forecasted,02/12/2021,
https://www.grants.gov/search-results-detail/331415,Solomon Islands Threshold Program Industry Day,MCC,forecasted,02/10/2021,
https://www.grants.gov/search-results-detail/331378,Request for Information_USAID|Kenya and East Africa/ Health Systems Strengthening (HSS) Project_Redesign,USAID-KEN,forecasted,02/08/2021,
https://www.grants.gov/search-results-detail/331379,Natural History of Disorders Screenable in the Newborn Period (R01 Clinical Trial Optional),HHS-NIH11,posted,02/08/2021,01/07/2025
https://www.grants.gov/search-results-detail/331311,Request for Information (RFI) No.  95332421K0004 - Community Engagement Services for the Solomon Islands Threshold Program,MCC,forecasted,02/04/2021,
https://www.grants.gov/search-results-detail/331306,ANNUAL PROGRAM STATEMENT - PUBLIC AFFAIRS ITALY,DOS-ITA,posted,02/04/2021,
https://www.grants.gov/search-results-detail/331214,FY2021 U.S. Consulate General Naha: U.S. Ambassador's Scholarship Program,DOS-JPN,forecasted,02/01/2021,
https://www.grants.gov/search-results-detail/331065,NIOSH Support for Conferences and Scientific Meetings (R13 Clinical Trial Not Allowed),HHS-CDC-HHSCDCERA,posted,01/22/2021,12/15/2025
https://www.grants.gov/search-results-detail/331032,USAID Reducing Pollution,USAID-VIE,posted,01/20/2021,
https://www.grants.gov/search-results-detail/330934,Innovation Corps Teams (I-CorpsTM* Teams)  Program,NSF,posted,01/15/2021,
https://www.grants.gov/search-results-detail/330865,Request for Information on USAID/Burma’s Strengthening Basic Education for All (SBEA),USAID-BMA,forecasted,01/12/2021,
https://www.grants.gov/search-results-detail/330715,USAID Counter Wildlife Trafficking,USAID-VIE,posted,01/05/2021,
https://www.grants.gov/search-results-detail/330597,NIST MEP Competitive Awards Program,DOC-NIST,posted,12/28/2020,
https://www.grants.gov/search-results-detail/330548,Venezuela Annual Program Statement,DOS-VEN,forecasted,12/21/2020,
https://www.grants.gov/search-results-detail/330535,"RFI - Orphans and Vulnerable Children (OVC) Next Generation, Tanzania",USAID-TAN,forecasted,12/21/2020,
https://www.grants.gov/search-results-detail/330461,Geomorphology and Land-use Dynamics (GLD),NSF,posted,12/18/2020,
https://www.grants.gov/search-results-detail/330377,USAID Reducing Pollution,USAID-VIE,posted,12/15/2020,
https://www.grants.gov/search-results-detail/330363,USAID Partnership for Higher Education Reform,USAID-VIE,posted,12/14/2020,
https://www.grants.gov/search-results-detail/330296,Long Term Research in Environmental Biology,NSF,posted,12/10/2020,
